id	name	acronym	type	topic_tags	start_date	end_date	location	abstract_deadline	paper_deadline	registration_deadline	early_bird_deadline	website	relevance_score	relevance_note	status	last_verified	last_change	source_urls
ieee-qce26	IEEE Quantum Week 2026	QCE26	Conference	quantum computing hardware;quantum communication;integrated quantum photonics	2026-09-13	2026-09-18	Toronto, ON, Canada	TBA	2026-04-27	TBA	TBA	https://qce.quantum.ieee.org/2026/	3	IEEE quantum week with photonic quantum computing and QKD sessions	cfp_closed	2026-08-16	Technical paper deadline extended to 2026-04-27 (passed); registration opened 2026-04-14	https://qce.quantum.ieee.org/2026/
ecoc-2026	European Conference on Optical Communication 2026	ECOC 2026	Conference	photonic integrated circuits;silicon photonics;quantum communication;integrated quantum photonics	2026-09-20	2026-09-24	Málaga, Spain	2026-04-22	2026-04-22	TBA	TBA	https://ecoc2026.org/	4	Europe's flagship optical comms conference with quantum technologies track	cfp_closed	2026-08-16	No change; registration open, fees EUR450-1280	https://ecoc2026.org/; https://ecoc2026.org/ECOC2026/paper-submission
mne-2026	International Conference on Micro and Nano Engineering 2026	MNE 2026	Conference	photonic integrated circuits;nanophotonics;2D-material photonics	2026-09-21	2026-09-24	Interlaken, Switzerland	TBA	TBA	TBA	2026-07-24	https://mne2026.imnes.org/	3	Nanofabrication conference relevant to photonic device processing	cfp_closed	2026-08-16	Early-bird deadline 2026-07-24 passed, standard rate now in effect	https://mne2026.imnes.org/
fio-2026	Frontiers in Optics + Laser Science 2026	FiO+LS 2026	Conference	quantum optics;nonlinear optics;nanophotonics	2026-09-27	2026-10-01	Rochester, NY, USA	TBA	TBA	TBA	2026-08-14	https://frontiersinoptics.com/	3	Broad US photonics conference with quantum optics tracks	cfp_closed	2026-08-16	End date extended to Oct 1 (from Sep 30, now a 4-day Technical Conference); early-bird deadline 2026-08-14 passed; cancellation deadline 2026-09-13	https://frontiersinoptics.com/
hdqs-2026	High-Dimensional Quantum Systems Workshop 2026	HDQS 2026	Workshop	quantum optics;quantum communication;integrated quantum photonics	2026-10-04	2026-10-09	Benasque, Spain	TBA	n/a	TBA	n/a	https://benasque.org/2026hdqs/	4	Benasque workshop on high-dimensional quantum photonics and quantum information	upcoming	2026-08-16	Dates possibly shifted to Oct 5-8 per a secondary source; unconfirmed via official benasque.org (site unreachable this run) - verify next run	https://benasque.org/2026hdqs/
photonics-days-2026	Photonics Days Berlin 2026	PDB 2026	Conference	integrated quantum photonics;photonic integrated circuits;nanophotonics	2026-10-07	2026-10-08	Berlin, Germany	TBA	TBA	TBA	TBA	https://photonic-days-berlin.com/	3	German photonics industry and research meeting	upcoming	2026-08-16	Registration now open; Photonics Travel Days added Oct 6 & 9 flanking main event	https://photonic-days-berlin.com/
ipc-2026	IEEE Photonics Conference 2026	IPC 2026	Conference	integrated quantum photonics;photonic integrated circuits;silicon photonics	2026-11-08	2026-11-12	Denver, CO, USA	TBA	2026-05-04	TBA	2026-10-08	https://ieee-ipc.org/	4	IEEE flagship photonics devices and integrated systems conference	cfp_closed	2026-08-16	Paper deadline 2026-05-04 passed; early-bird registration deadline 2026-10-08 (not yet passed); registration now open	https://ieee-ipc.org/
eqtc-2026	European Quantum Technologies Conference 2026	EQTC 2026	Conference	integrated quantum photonics;quantum communication;quantum computing hardware;quantum networking	2026-11-30	2026-12-03	Dublin, Ireland	2026-08-03	TBA	TBA	TBA	https://www.eqtc2026.eu/	5	EU Quantum Flagship conference — all aspects of quantum technology, high visibility	cfp_closed	2026-08-16	Start date corrected to Nov 30 (from Nov 29); abstract deadline 2026-08-03 passed; registration opened Jul 2; canonical URL updated to eqtc2026.eu	https://www.eqtc2026.eu/; https://qt.eu/news/2026/2026-07-02_EQTC-2026-registration-open-dublin
photonics-west-2027	SPIE Photonics West 2027	PW 2027	Conference	integrated quantum photonics;silicon photonics;nonlinear optics;single-photon sources	2027-01-30	2027-02-04	San Francisco, CA, USA	2026-07-22	TBA	TBA	TBA	https://spie.org/conferences-and-exhibitions/photonics-west	5	SPIE flagship with Quantum West and Si-photonics tracks — abstract deadline Jul 22 2026	cfp_closed	2026-08-16	Abstract deadline 2026-07-22 confirmed and has now passed; post-deadline submissions being accepted	https://spie.org/conferences-and-exhibitions/photonics-west; https://spie.org/conferences-and-exhibitions/photonics-west/program/browse-program
qip-2027	30th Quantum Information Processing Conference	QIP 2027	Conference	quantum communication;quantum computing hardware;quantum networking	2027-02-20	2027-02-26	Singapore (NUS University Cultural Centre)	TBA	TBA	TBA	TBA	https://qipconference.org/2027/	4	Premier annual quantum information conference; quantum networking and hardware sessions	upcoming	2026-08-16	Venue refined to NUS University Cultural Centre; program: tutorials Feb 20-21, main program Feb 22-26	https://qipconference.org/2027/; https://qip.iaqi.org/nextqip
dpg-samop-2027	DPG Frühjahrstagung SAMOP 2027	DPG SAMOP 2027	Conference	quantum optics;nanophotonics;integrated quantum photonics	2027-02-28	2027-03-05	Hannover, Germany	TBA	TBA	TBA	TBA	https://www.dpg-physik.de/veranstaltungen/2027/dpg-fruehjahrstagung-hannover	4	DPG spring meeting for quantum optics and photonics — easily accessible from Münster	upcoming	2026-08-16	Confirmed Hannover venue (Leibniz University); abstract/registration portal opens Sept 2026 (not yet open)	https://dpg-physik.de/
ofc-2027	Optical Fiber Communication Conference 2027	OFC 2027	Conference	photonic integrated circuits;silicon photonics;quantum communication	2027-03-07	2027-03-11	Los Angeles, CA, USA	TBA	TBA	TBA	TBA	https://ofcconference.org/	4	World's largest optical comms conference with PIC and quantum networking sessions	upcoming	2026-08-16	No change; dates and LA Convention Center venue confirmed	https://ofcconference.org/
spie-oo-2027	SPIE Optics + Optoelectronics 2027	SPIE O+O 2027	Conference	integrated quantum photonics;quantum optics;nanophotonics	2027-04-05	2027-04-08	Prague, Czech Republic	TBA	TBA	TBA	TBA	https://spie.org/conferences-and-exhibitions/optics-and-optoelectronics	4	SPIE European conference with quantum photonics and nanophotonics tracks	upcoming	2026-08-16	Venue confirmed: Clarion Congress Hotel, Prague	original list
aps-summit-2027	APS Global Physics Summit 2027	APS Summit 2027	Conference	quantum optics;quantum computing hardware;integrated quantum photonics	2027-04-11	2027-04-16	Atlanta, GA, USA	TBA	TBA	TBA	TBA	https://www.aps.org/events/2027/summit	4	Joint APS March+April meeting; major quantum photonics and computing sessions	upcoming	2026-08-16	No change; Atlanta Apr 11-16 confirmed	https://www.aps.org/events/2027/summit
cleo-europe-2027	CLEO/Europe-EQEC 2027	CLEO/Europe 2027	Conference	integrated quantum photonics;quantum optics;nonlinear optics;nanophotonics	2027-06-20	2027-06-25	Munich, Germany	TBA	TBA	TBA	TBA	https://cleoeurope.org/	5	Flagship European photonics and quantum optics biennial conference	upcoming	2026-08-16	Confirmed as part of World of Photonics Congress 2027 (ICM - International Congress Center); exhibition halls Jun 22-25	https://cleoeurope.org/; https://www.photonics-congress.com/en/about/conferences/cleo-eqec/
ieee-rapid-2027	IEEE Research and Applications of Photonics in Defense 2027	IEEE RAPID 2027	Conference	single-photon sources;quantum communication	2027-08-11	2027-08-13	Miramar Beach, FL, USA	TBA	TBA	TBA	TBA	https://ieee-rapid.org/	2	Defense photonics conference	upcoming	2026-08-16	Unable to independently verify this run (official site unreachable); some secondary sources suggest possible September dates - flagged for manual check next run	https://ieee-rapid.org/
ipc-2027	IEEE Photonics Conference 2027	IPC 2027	Conference	integrated quantum photonics;photonic integrated circuits;silicon photonics	2027-11-10	2027-11-14	Eindhoven, Netherlands	TBA	TBA	TBA	TBA	https://ieee-ipc.org/	4	IEEE photonics flagship; European edition in Eindhoven — low travel cost	upcoming	2026-08-16	Discrepancy found: one aggregator lists Nov 7-11 vs our Nov 10-14; neither confirmed via official ieee-ipc.org (unreachable this run) - flagged for manual verification; Eindhoven venue still tentative	https://ieee-ipc.org/
photonics-switching-2026	Photonics in Switching and Computing 2026	PSC 2026	Conference	photonic integrated circuits;silicon photonics	2026-09-15	2026-09-18	Valencia, Spain	TBA	2026-06-19	TBA	TBA	https://psc2026.org/	3	Photonic switching and routing conference	cfp_closed	2026-08-16	Resolved: PSC 2026, Sep 15-18 Valencia; paper deadline extended to Jun 19 (passed); post-deadline papers accepted through Sep 4	https://psc2026.org/
it-fab-school-2026	It-fab Italian Network for Micro and Nano Fabrication School 2026	It-fab School 2026	Summer School	photonic integrated circuits;nanophotonics	2026-10-27	2026-10-30	Turin, Italy	TBA	n/a	TBA	n/a	https://www.inrim.it/it/eventi/it-fab-hands-school-micro-and-nano-fabrication	3	Italian nanofabrication school relevant to photonic device processing	upcoming	2026-08-16	Resolved: first traveling edition hosted at INRiM Turin (PiQuET infrastructure), Oct 27-30; no fixed application deadline, contact itfabschool@it-fab.it	https://www.inrim.it/it/eventi/it-fab-hands-school-micro-and-nano-fabrication
opic	Optics & Photonics International Congress	OPIC	Conference	integrated quantum photonics;quantum optics;nanophotonics	2026-04-20	2026-04-24	Yokohama, Japan	TBA	2026-01-05	TBA	TBA	https://opicon.jp/	3	Japanese international photonics congress with quantum tracks	archived	2026-08-16	Resolved: OPIC2026 was Apr 20-24 2026 Pacifico Yokohama (already passed); next edition (~OPIC2027) not yet announced	https://opicon.jp/
owtnm-2026	32nd Optical Wave & Waveguide Theory and Modelling Workshop	OWTNM 2026 (XXXII)	Workshop	photonic integrated circuits;nanophotonics	2026-04-08	2026-04-10	Lausanne, Switzerland	2026-02-06	n/a	2026-03-06	n/a	https://owtnm26.epfl.ch/	3	Waveguide modelling workshop relevant to PIC simulation	archived	2026-08-16	Resolved: XXXII OWTNM was Apr 8-10 2026 EPFL Lausanne (already passed); annual (not biennial) cadence; next (XXXIII) 2027 host TBA	https://owtnm26.epfl.ch/; https://www.owtnm.eu/
opon-2025	OPON 2025 Münster	OPON 2025	Conference	integrated quantum photonics;nanophotonics	2025-02-12	2025-02-14	Münster, Germany	TBA	TBA	TBA	TBA	https://www.uni-muenster.de/Physik.FT/en/opon2025/index.html	4	Local Münster photonics conference — direct access, no travel	archived	2026-08-16	Resolved: 8th OPON (Optical Properties of Nanostructures) workshop held Feb 12-14 2025 Münster (AG Kuhn), invitation-only; rotates Wrocław/Münster/Warsaw/Bayreuth; no 9th edition announced yet	https://www.uni-muenster.de/Physik.FT/en/opon2025/index.html
nrw-nano-2025	11th NRW NanoConference 2025	NRW Nano 2025	Conference	nanophotonics;photonic integrated circuits	2025-09-30	2025-10-01	Dortmund, Germany	TBA	TBA	2025-05-15	TBA	https://www.nanoconference.de/	3	Regional NRW nanotechnology conference; local access	archived	2026-08-16	Corrected: actual 11th edition was Sep 30-Oct 1 2025 Dortmund (previously mis-tracked as 2026); biennial cadence, 12th edition (~2027) not yet announced	https://www.nanoconference.de/
icqe-2025	International Conference on Quantum Energy 2025	ICQE	Conference	quantum computing hardware	2025-06-03	2025-06-06	Padua, Italy	TBA	TBA	TBA	TBA	https://icqe.com.au/	2	Quantum energy applications; adjacent to quantum computing hardware	archived	2026-08-16	Resolved: real recurring conference (Univ. Padua / Quantum Energy Initiative); last known edition Jun 3-6 2025 Padua; no 2026/2027 edition announced yet	https://icqe.com.au/
cleo-2027	Conference on Lasers and Electro-Optics 2027	CLEO 2027	Conference	integrated quantum photonics;quantum optics;nonlinear optics;silicon photonics;single-photon sources	2027-05-02	2027-05-07	Long Beach, CA, USA	TBA	n/a	TBA	TBA	https://cleoconference.org/	5	Premier US laser/photonics conference; major IQP, Si-PIC and quantum optics sessions	upcoming	2026-08-16	new entry; year roll-over from CLEO 2026; confirmed May 2-7 2027 Long Beach CA	https://cleoconference.org/
qcrypt-2027	QCrypt 2027	QCrypt 2027	Conference	quantum communication;QKD;quantum networking	TBA	TBA	TBA	TBA	n/a	TBA	TBA	https://qcrypt.net/	4	Premier annual QKD/quantum-cryptography conference; host city bidding process underway, not yet publicly announced	upcoming	2026-08-16	new entry; year roll-over placeholder, host TBA pending bid selection	https://qcrypt.net/
ecio-2027	European Conference on Integrated Optics 2027	ECIO 2027	Conference	integrated quantum photonics;photonic integrated circuits;silicon photonics;nanophotonics	TBA	TBA	TBA	TBA	TBA	TBA	TBA	https://www.ecio-conference.org/	5	Largest European integrated optics conference (year roll-over); 2027 edition not yet announced	upcoming	2026-08-16	new entry; placeholder, not yet announced as of 2026-08-16	https://www.ecio-conference.org/
ieee-siphotonics-2027	IEEE Silicon Photonics Conference 2027	IEEE SiPho 2027	Conference	silicon photonics;photonic integrated circuits;III-V on Si	TBA	TBA	TBA	TBA	TBA	TBA	TBA	https://www.ieee-siphotonics.org/	5	Dedicated silicon photonics conference (year roll-over); 2027 edition not yet announced	upcoming	2026-08-16	new entry; placeholder, not yet announced as of 2026-08-16	https://www.ieee-siphotonics.org/
optica-quantum-2027	Optica Quantum 2.0 Conference and Exhibition 2027	Optica Quantum 2027	Conference	integrated quantum photonics;quantum optics;single-photon sources;quantum communication;quantum computing hardware	2027-06-07	2027-06-10	Copenhagen, Denmark	TBA	n/a	TBA	TBA	https://www.optica.org/events/topical_meetings/quantum/	5	Premier quantum photonics conference spanning PICs, detectors, QKD, and hardware (year roll-over)	upcoming	2026-08-16	new entry; year roll-over, confirmed Jun 7-10 2027 Bella Center Copenhagen	https://www.optica.org/events/topical_meetings/quantum/
damop-2027	58th APS Division of Atomic, Molecular and Optical Physics Meeting	DAMOP 2027	Conference	quantum optics;nonlinear optics;single-photon sources	TBA	TBA	Chicago, IL, USA	TBA	TBA	TBA	TBA	https://www.aps.org/events/2027/damop-2027	3	AMO physics flagship (year roll-over); venue confirmed Chicago, exact dates not yet published	upcoming	2026-08-16	new entry; venue confirmed, dates TBA	https://www.aps.org/events/2027/damop-2027
islc-2028	31st International Semiconductor Laser Conference	ISLC 2028	Conference	single-photon sources;III-V on Si;photonic integrated circuits	TBA	TBA	TBA	TBA	TBA	TBA	TBA	https://ieee-islc.org/	4	III-V semiconductor laser conference (biennial year roll-over); host not yet announced	upcoming	2026-08-16	new entry; placeholder, biennial series, host TBA	https://ieee-islc.org/
spie-pe-2028	SPIE Photonics Europe 2028	SPIE PE 2028	Conference	integrated quantum photonics;silicon photonics;nanophotonics	2028-04-02	2028-04-06	Strasbourg, France	TBA	TBA	TBA	TBA	https://spie.org/conferences-and-exhibitions/photonics-europe	5	Major European SPIE photonics conference (biennial year roll-over); confirmed	upcoming	2026-08-16	new entry; confirmed Apr 2-6 2028 Strasbourg (beyond normal 18-month horizon but flagship biennial, worth tracking early)	https://spie.org/conferences-and-exhibitions/photonics-europe
benasque-qnp-2027	Quantum Nanophotonics 2027	Benasque QNP 2027	Workshop	nanophotonics;quantum optics;single-photon sources	2027-03-28	2027-04-02	Benasque, Spain	TBA	n/a	TBA	n/a	https://www.benasque.org/2027quantumnanophotonics/	5	Directly on nanophotonics and single-photon sources (year roll-over)	upcoming	2026-08-16	new entry; year roll-over from 2025/2026 pattern; dates per secondary source (Benasque site unreachable this run) - verify	https://www.benasque.org/2027quantumnanophotonics/
grc-qclm-2027	Gordon Research Conference — Quantum Control of Light and Matter 2027	GRC QCLM 2027	Conference	quantum optics;quantum communication;quantum networking	2027-08-01	2027-08-06	Newport, RI, USA	n/a	n/a	TBA	n/a	https://www.grc.org/quantum-control-of-light-and-matter-conference/2027/	4	Core coherent-control/quantum-optics GRC, not previously tracked	upcoming	2026-08-16	new entry	https://www.grc.org/quantum-control-of-light-and-matter-conference/2027/
grc-quantum-sensing-2027	Gordon Research Conference — Quantum Sensing 2027	GRC QSens 2027	Conference	quantum optics;single-photon sources;SNSPDs	2027-07-11	2027-07-16	Les Diablerets, Switzerland	n/a	n/a	TBA	n/a	https://www.grc.org/quantum-sensing-conference/2027/	3	Photon-based sensing platforms overlap with AG Schuck's detector work	upcoming	2026-08-16	new entry	https://www.grc.org/quantum-sensing-conference/2027/
les-houches-nqio-2027	Non-Linear, Quantum and Imaging Optics: from Fundamentals to Applications	NQIO 2027	Summer School	quantum optics;nonlinear optics	TBA	TBA	Les Houches, France	n/a	n/a	TBA	n/a	https://www.houches-school-physics.com/program/program-2027/	5	New Les Houches doctoral school on nonlinear/quantum/imaging optics for 2027	upcoming	2026-08-16	new entry; dates not yet published (applications open early 2027)	https://www.houches-school-physics.com/program/program-2027/
les-houches-photai-2027	Photonics & AI	Photonics&AI 2027	Summer School	integrated quantum photonics;photonic integrated circuits	TBA	TBA	Les Houches, France	n/a	n/a	TBA	n/a	https://www.houches-school-physics.com/program/program-2027/	4	New Les Houches school on photonic accelerators, neuromorphic photonics and AI-assisted PIC design	upcoming	2026-08-16	new entry; dates not yet published (applications open early 2027)	https://www.houches-school-physics.com/program/program-2027/
ieee-qpain-2027	IEEE 3rd International Conference on Quantum Photonics, AI & Networking	IEEE QPAIN 2027	Conference	integrated quantum photonics;quantum networking	2027-04-08	2027-04-10	Chattogram, Bangladesh	TBA	TBA	TBA	TBA	https://qpain.org/	3	Quantum photonics and networking conference (year roll-over)	upcoming	2026-08-16	new entry; year roll-over from 2026 edition	https://qpain.org/
eqtc-2027	European Quantum Technologies Conference 2027	EQTC 2027	Conference	integrated quantum photonics;quantum communication;quantum computing hardware;quantum networking	2027-06-22	2027-06-25	Munich, Germany	TBA	TBA	TBA	TBA	https://qt.eu/events/	5	EU Quantum Flagship conference - all aspects of quantum technology, high visibility (year roll-over)	upcoming	2026-08-16	new entry; year roll-over, venue Munich (unconfirmed - verify next run)	https://qt.eu/events/
pd-workshop-2027	8th International Workshop on New Photon-Detectors	PD2027	Workshop	single-photon sources;SNSPDs	TBA	TBA	Beijing, China	TBA	n/a	TBA	n/a	https://web.infn.it/photondetectors2025/	3	Biennial HEP-instrumentation workshop covering SiPM/SNSPD/PMT detector technology	upcoming	2026-08-16	new entry; dates not yet finalized (~May 2027 expected)	https://web.infn.it/photondetectors2025/
iqn-hub-summerschool-2027	UK Integrated Quantum Networks Hub Summer School 2027	IQN Hub SS27	Summer School	quantum communication;quantum networking;single-photon sources;SNSPDs	2027-06-27	2027-07-03	Edinburgh, UK	n/a	TBA	n/a	n/a	https://iqnhub.org/2027-summer-school/	4	Residential UK quantum-networking school for PhD students/ECRs	upcoming	2026-08-16	new entry	https://iqnhub.org/2027-summer-school/
iqt-nordics-2027	IQT Nordics 2027	IQT Nordics 2027	Conference	quantum communication;quantum computing hardware;integrated quantum photonics	2027-06-07	2027-06-09	Copenhagen, Denmark	n/a	n/a	TBA	TBA	https://iqtevent.com/nordics/	3	Nordic quantum industry conference (year roll-over, venue moved Oslo to Copenhagen)	upcoming	2026-08-16	new entry; year roll-over from 2026 Oslo edition, moved to Copenhagen	https://iqtevent.com/nordics/
opic-2027	Optics & Photonics International Congress 2027	OPIC 2027	Conference	integrated quantum photonics;quantum optics;nanophotonics	TBA	TBA	Yokohama, Japan	TBA	TBA	TBA	TBA	https://opicon.jp/	3	Japanese international photonics congress with quantum tracks (year roll-over)	upcoming	2026-08-16	new entry; placeholder for next edition after OPIC2026 (Apr 2026); not yet announced	https://opicon.jp/
owtnm-2027	33rd Optical Wave & Waveguide Theory and Modelling Workshop	OWTNM 2027 (XXXIII)	Workshop	photonic integrated circuits;nanophotonics	TBA	TBA	TBA	TBA	n/a	TBA	n/a	https://www.owtnm.eu/	3	Waveguide modelling workshop relevant to PIC simulation (year roll-over)	upcoming	2026-08-16	new entry; placeholder, host for XXXIII not yet announced	https://www.owtnm.eu/
opon-next	OPON Workshop — next edition (Optical Properties of Nanostructures)	OPON next	Workshop	integrated quantum photonics;nanophotonics	TBA	TBA	TBA	TBA	n/a	TBA	n/a	TBA	3	Rotates Wrocław/Münster/Warsaw/Bayreuth; invitation-only; next host after Münster 2025 not yet announced	upcoming	2026-08-16	new entry; placeholder for next OPON edition after Münster 2025	original list
nrw-nano-2027	12th NRW NanoConference 2027	NRW Nano 2027	Conference	nanophotonics;photonic integrated circuits	TBA	TBA	North Rhine-Westphalia, Germany	TBA	TBA	TBA	TBA	https://www.nanoconference.de/	3	Regional NRW nanotechnology conference; local access (biennial year roll-over)	upcoming	2026-08-16	new entry; placeholder for 12th edition after Dortmund 2025	https://www.nanoconference.de/
icqe-next	International Conference on Quantum Energy — next edition	ICQE next	Conference	quantum computing hardware	TBA	TBA	TBA	TBA	TBA	TBA	TBA	https://icqe.com.au/	2	Quantum energy applications; adjacent to quantum computing hardware (year roll-over)	upcoming	2026-08-16	new entry; placeholder, next edition after Padua 2025 not yet announced	https://icqe.com.au/
